frame,move,temperature,cur_total,cur_hpwl,cur_overlap,cur_boundary,best_total,best_hpwl,best_overlap,best_boundary,accepted
18,6822,84.330514,15923.636510,15923.636510,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,1355
19,7201,83.489317,16178.042166,16178.042166,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,1447
20,7580,83.071870,15938.338337,15790.523778,14.781456,0.000000,15250.414728,15250.414728,0.000000,0.000000,1536
21,7959,82.243228,15916.621432,15916.621432,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,1615
22,8338,81.422852,15774.088161,15774.088161,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,1667
23,8717,80.610659,15890.251127,15890.251127,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,1736
24,9096,79.806568,15874.422721,15874.422721,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,1819
25,9475,79.010497,16400.728453,16400.728453,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,1891
26,9854,78.222368,16079.869865,16079.800607,0.006926,0.000000,15250.414728,15250.414728,0.000000,0.000000,1972
27,10233,77.442099,16461.701637,16461.701637,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2053
28,10612,76.669614,16092.521724,16092.521724,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2137
29,10991,76.286266,15892.201074,15892.201074,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2218
30,11370,75.525311,15919.904462,15919.904462,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2296
31,11749,74.771946,15871.526108,15871.526108,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2379
32,12128,74.026096,15491.735715,15491.735715,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2459
33,12507,73.287685,15728.716946,15728.716946,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2522
34,12886,72.556641,15489.980344,15489.980344,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2595
35,13265,71.832888,15455.301876,15455.301876,0.000000,0.000000,15250.414728,15250.414728,0.000000,0.000000,2658
36,13644,71.116355,15334.200283,15334.200283,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,2719
37,14023,70.406970,15544.502449,15544.502449,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,2802
38,14402,69.704660,15538.851705,15538.851705,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,2880
39,14781,69.356137,15722.295933,15722.295933,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,2952
40,15160,68.664309,15402.058625,15402.058625,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3004
41,15539,67.979383,15416.679859,15416.679859,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3061
42,15918,67.301288,15526.914240,15526.914240,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3121
43,16297,66.629958,15626.947082,15626.947082,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3194
44,16676,65.965324,15504.097304,15504.097304,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3266
45,17055,65.307320,15611.833090,15611.833090,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3319
46,17434,64.655880,15430.630159,15430.630159,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3382
47,17813,64.010937,15463.783946,15463.783946,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3448
48,18192,63.690883,15505.144760,15505.144760,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3524
49,18571,63.055566,15608.009373,15608.009373,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3584
50,18950,62.426587,15236.262446,15236.262446,0.000000,0.000000,15194.545763,15194.545763,0.000000,0.000000,3639
51,19329,61.803882,15300.276979,15300.276979,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,3698
52,19708,61.187388,15533.605367,15533.605367,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,3754
53,20087,60.577044,15664.326598,15664.326598,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,3822
54,20466,59.972788,15604.226926,15604.226926,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,3896
55,20845,59.374559,15623.693324,15623.693324,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,3964
56,21224,58.782298,15315.295172,15315.295172,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4026
57,21603,58.195944,15462.536089,15462.536089,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4077
58,21982,57.904965,15434.671015,15434.671015,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4148
59,22361,57.327363,15605.993819,15605.993819,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4219
60,22740,56.755522,15350.311209,15350.311209,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4277
61,23119,56.189386,15570.523623,15570.523623,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4337
62,23498,55.628897,15559.855150,15559.855150,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4400
63,23877,55.073999,15698.167540,15698.167540,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4480
64,24256,54.524635,15586.953104,15586.953104,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4556
65,24635,53.980752,15448.388834,15448.388834,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4613
66,25014,53.442294,15474.036675,15474.036675,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4661
67,25393,53.175083,15722.475692,15722.475692,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4726
68,25772,52.644661,15332.978387,15332.978387,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4786
69,26151,52.119531,15564.275687,15564.275687,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4854
70,26530,51.599638,15323.614028,15323.614028,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4911
71,26909,51.084932,15447.071305,15447.071305,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,4967
72,27288,50.575360,15224.526142,15224.526142,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,5019
73,27667,50.070871,15418.445038,15418.445038,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,5062
74,28046,49.571414,15303.470012,15303.470012,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,5108
75,28425,49.076939,15258.166473,15258.166473,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,5161
76,28804,48.587396,15219.328788,15219.328788,0.000000,0.000000,15151.680566,15151.680566,0.000000,0.000000,5210
77,29183,48.344459,15204.391536,15204.391536,0.000000,0.000000,15144.771306,15144.771306,0.000000,0.000000,5244
78,29562,47.862223,15700.137750,15700.137750,0.000000,0.000000,15144.771306,15144.771306,0.000000,0.000000,5297
79,30000,47.147874,15144.771306,15144.771306,0.000000,0.000000,15144.771306,15144.771306,0.000000,0.000000,5356
